Transaction ID,Date,Time,Store ID,Product ID,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID
T004907,2023-04-18,10:01 AM,S004,P0076,2,36394.96,72789.92,16772.64,Credit Card,C00200
T008402,2021-12-29,03:58 PM,S001,P00186,3,5863.72,17591.16,3314.29,Cash,C0052
T008720,2023-12-17,06:13 PM,S002,P00249,5,66150.24,330751.2,34874.55,Debit Card,C00310
T001372,2023-10-15,04:18 PM,S002,P0019,4,7614.37,30457.48,4646.47,Cash,C00749
T002050,2020-07-27,07:53 PM,S002,P00132,5,83145.8,415729.0,89795.0,Mobile Payment,C00558
T008041,2023-05-16,03:49 PM,S001,P00212,5,77495.19,387475.95,41458.62,Cash,C00115
T002218,2023-10-09,05:54 PM,S004,P00294,2,65515.67,131031.34,3075.15,Debit Card,C00220
T008885,2020-10-02,02:23 PM,S001,P00147,2,45094.15,90188.3,19456.69,Debit Card,C00850
T003941,2023-10-19,11:36 AM,S003,P00100,3,52872.75,158618.25,41432.7,Debit Card,C00343
T007866,2021-09-24,03:06 PM,S005,P0060,3,74486.96,223460.88,1785.24,Cash,C00429
T005895,2021-12-06,06:58 PM,S004,P00164,5,26750.17,133750.85,22516.36,Credit Card,C00460
T005782,2023-04-24,11:58 AM,S005,P00357,4,85276.56,341106.24,26861.12,Cash,C00453
T006352,2020-10-10,11:59 AM,S005,P0034,1,80803.4,80803.4,7363.4,Cash,C00500
T005646,2022-10-01,10:50 AM,S003,P00174,2,67660.66,135321.32,33638.27,Debit Card,C00672
T008686,2021-09-07,09:33 PM,S003,P00233,1,34978.28,34978.28,5181.04,Mobile Payment,C00459
T00150,2022-09-20,03:37 PM,S002,P00206,4,9562.24,38248.96,859.09,Cash,C00786
T005290,2021-05-16,11:19 AM,S005,P00168,1,79221.97,79221.97,13789.76,Credit Card,C00736
T002699,2021-03-26,07:24 PM,S002,P00139,1,81591.68,81591.68,24461.8,Cash,C00628
T00779,2023-07-20,03:31 PM,S001,P00107,3,8908.8,26726.4,3644.08,Mobile Payment,C0021
T005514,2020-10-03,03:49 PM,S003,P00113,4,25072.57,100290.28,11508.41,Cash,C00376
T003757,2023-01-27,06:35 PM,S001,P0087,2,45050.62,90101.24,26332.78,Credit Card,C00510
T006008,2022-07-25,01:49 PM,S003,P00104,4,42970.26,171881.04,27442.1,Mobile Payment,C00362
T003296,2022-12-16,04:43 PM,S003,P00251,5,90749.04,453745.2,27962.42,Debit Card,C0035
T0035,2023-01-06,09:35 PM,S005,P00260,3,79885.47,239656.41,45876.93,Cash,C00504
T005572,2021-09-20,05:59 PM,S004,P00332,1,90858.66,90858.66,8651.3,Cash,C00164
T00669,2020-05-21,11:23 AM,S001,P00178,3,2543.68,7631.04,323.63,Mobile Payment,C00482
T00619,2023-04-15,11:23 AM,S002,P0058,2,97210.37,194420.74,19962.59,Mobile Payment,C00264
T0099,2023-11-17,03:15 PM,S001,P0056,3,75244.25,225732.75,30677.06,Cash,C00194
T00996,2022-12-07,10:25 AM,S004,P00112,5,51435.29,257176.45,63892.92,Credit Card,C00579
T004230,2022-03-26,04:38 PM,S002,P00195,5,70136.17,350680.85,86349.43,Credit Card,C00654
T008184,2023-06-26,11:16 AM,S002,P00310,4,63381.2,253524.8,18149.13,Mobile Payment,C00307
T002453,2020-09-08,02:33 PM,S001,P0058,3,16210.32,48630.96,7825.05,Credit Card,C00418
T008005,2023-02-06,09:13 PM,S002,P00343,1,60634.8,60634.8,14299.78,Credit Card,C00411
T002402,2020-11-22,08:52 PM,S002,P0048,4,96300.72,385202.88,35940.74,Debit Card,C00444
T001717,2024-07-10,12:44 PM,S005,P00173,2,59560.89,119121.78,28824.16,Credit Card,C00819
T008796,2024-04-08,04:59 PM,S001,P00202,3,72817.43,218452.29,45158.4,Debit Card,C00619
T006410,2021-02-16,12:08 PM,S003,P00346,4,34135.14,136540.56,37398.48,Cash,C00406
T004476,2023-10-10,07:31 PM,S001,P00373,3,37203.79,111611.37,5686.32,Credit Card,C00738
T002849,2021-03-30,07:31 PM,S002,P00151,5,41696.9,208484.5,42991.98,Credit Card,C00122
T007828,2022-05-28,10:34 AM,S003,P00210,2,16248.09,32496.18,4411.89,Mobile Payment,C00369
T002423,2023-01-30,01:01 PM,S001,P00325,5,42717.86,213589.3,51133.33,Cash,C00250
T008647,2020-01-09,10:06 AM,S001,P00260,1,76464.06,76464.06,8200.13,Cash,C00294
T005328,2023-05-28,03:07 PM,S005,P00345,1,71035.46,71035.46,16660.78,Credit Card,C00378
T00971,2023-04-23,10:30 AM,S004,P00299,1,94257.91,94257.91,5251.1,Mobile Payment,C00767
T004558,2022-12-06,04:04 PM,S003,P0070,1,94910.35,94910.35,8683.9,Debit Card,C00250
T001915,2022-07-15,06:26 PM,S005,P00168,2,85738.41,171476.82,819.99,Cash,C00161
T00308,2022-05-02,10:57 AM,S001,P00360,4,5177.65,20710.6,2556.92,Mobile Payment,C00409
T002119,2023-06-15,11:52 AM,S005,P0021,4,45026.74,180106.96,23467.3,Mobile Payment,C00664
T005614,2023-12-21,11:23 AM,S004,P0014,2,16377.36,32754.72,6016.79,Mobile Payment,C00704
T006759,2020-11-25,09:50 PM,S005,P00119,4,64535.7,258142.8,30736.53,Credit Card,C00532
T007260,2021-05-13,10:18 AM,S002,P00237,5,85536.42,427682.1,10922.2,Cash,C00259
T001759,2022-11-13,04:52 PM,S004,P00234,3,8481.69,25445.07,1761.03,Debit Card,C00301
T008248,2021-10-29,04:09 PM,S003,P00253,3,81717.09,245151.27,40187.84,Cash,C00284
T008927,2020-05-07,02:45 PM,S002,P00238,4,78116.27,312465.08,58315.89,Debit Card,C00684
T004330,2023-03-24,01:20 PM,S004,P00177,3,35939.49,107818.47,25446.9,Debit Card,C00391
T006623,2023-06-24,04:38 PM,S003,P00190,3,9250.96,27752.88,1788.3,Credit Card,C00456
T005634,2023-06-02,02:57 PM,S005,P001,2,66896.94,133793.88,28352.42,Mobile Payment,C00406
T004795,2024-02-10,04:44 PM,S001,P0084,5,77139.31,385696.55,31366.87,Mobile Payment,C00329
T00566,2021-08-14,03:14 PM,S005,P00363,2,54831.4,109662.8,4023.22,Credit Card,C00188
T00342,2020-07-27,04:31 PM,S003,P0019,5,59801.37,299006.85,54872.59,Debit Card,C00446
T002868,2021-09-18,11:32 AM,S004,P0045,4,75531.22,302124.88,88189.29,Credit Card,C00673
T006745,2023-09-11,01:25 PM,S003,P00375,5,29592.04,147960.2,34852.13,Debit Card,C00307
T002082,2022-02-05,05:39 PM,S005,P00339,1,79336.52,79336.52,127.65,Credit Card,C00371
T00495,2023-12-01,03:18 PM,S004,P00353,1,90976.5,90976.5,9568.35,Credit Card,C00263
T001087,2022-10-13,01:30 PM,S003,P00125,5,32476.49,162382.45,33325.97,Cash,C00497
T003579,2020-03-23,07:44 PM,S004,P00191,3,50675.8,152027.4,2175.85,Credit Card,C00295
T007559,2023-08-01,10:21 AM,S004,P007,2,28895.33,57790.66,3633.22,Debit Card,C00305
T002930,2021-10-13,02:34 PM,S005,P00307,4,4165.89,16663.56,3884.81,Debit Card,C00122
T001793,2023-06-10,06:12 PM,S005,P00148,4,75577.02,302308.08,42909.66,Credit Card,C00599
T006660,2023-01-18,11:34 AM,S004,P00302,1,32120.22,32120.22,9624.41,Credit Card,C0019
T005441,2020-12-17,01:34 PM,S002,P00358,2,16450.01,32900.02,3690.07,Debit Card,C00415
T008287,2020-02-12,10:38 AM,S002,P0010,5,79557.89,397789.45,37981.14,Mobile Payment,C00474
T001695,2023-06-13,08:55 PM,S003,P00123,5,44001.05,220005.25,40584.89,Credit Card,C00169
T007084,2023-06-08,10:11 AM,S003,P00215,3,21624.03,64872.09,17841.92,Debit Card,C00333
T006580,2020-11-27,11:51 AM,S005,P00218,4,36222.24,144888.96,21493.11,Mobile Payment,C00290
T002229,2024-05-29,08:23 PM,S005,P00284,3,90458.77,271376.31,17055.74,Debit Card,C00568
T005067,2023-07-28,05:05 PM,S004,P00275,4,74900.75,299603.0,60998.53,Credit Card,C00824
T005929,2024-06-25,02:43 PM,S002,P00161,2,70301.3,140602.6,39091.14,Credit Card,C0069
T007599,2021-09-06,08:54 PM,S003,P00374,5,47132.44,235662.2,65568.71,Credit Card,C00137
T002023,2023-07-13,08:41 PM,S003,P00265,5,29454.73,147273.65,32117.12,Mobile Payment,C00417
T001719,2021-04-03,12:59 PM,S005,P00230,3,16164.44,48493.32,13585.62,Cash,C00386
T001484,2022-11-14,09:19 PM,S001,P0067,5,6012.38,30061.9,4187.35,Debit Card,C00475
T005985,2024-04-18,02:40 PM,S002,P00351,5,9591.04,47955.2,12610.29,Credit Card,C00622
T002301,2023-04-29,05:22 PM,S002,P00182,3,78816.98,236450.94,33996.36,Cash,C00606
T006530,2024-01-14,02:34 PM,S002,P00355,2,3028.24,6056.48,707.77,Credit Card,C00459
T001948,2023-04-02,04:50 PM,S003,P00333,4,61693.58,246774.32,62799.48,Credit Card,C00268
T00644,2023-11-28,04:54 PM,S001,P00194,2,11651.24,23302.48,6485.75,Credit Card,C0015
T006310,2023-04-08,06:30 PM,S004,P00137,2,82229.85,164459.7,31365.46,Cash,C00560
T001982,2023-09-10,05:33 PM,S001,P00241,1,30307.18,30307.18,4222.05,Debit Card,C00823
T00779,2024-07-07,06:55 PM,S003,P00355,5,5354.84,26774.2,48.76,Cash,C00657
T007679,2024-06-05,12:32 PM,S005,P00359,2,72184.02,144368.04,26906.14,Credit Card,C00426
T001356,2021-05-21,04:38 PM,S005,P00151,2,69915.97,139831.94,23654.15,Mobile Payment,C00815
T004161,2023-03-18,09:48 PM,S004,P00329,4,82283.08,329132.32,62943.61,Mobile Payment,C0058
T004200,2022-02-04,07:27 PM,S003,P00105,1,57412.31,57412.31,16543.26,Credit Card,C00761
T007171,2023-07-16,01:19 PM,S003,P00174,1,72907.01,72907.01,13927.08,Debit Card,C00695
T00832,2021-10-29,11:24 AM,S003,P00253,3,63287.19,189861.57,34264.78,Debit Card,C00136
T007841,2021-01-04,12:21 PM,S005,P00247,1,71752.76,71752.76,20047.69,Credit Card,C0054
T005765,2021-06-27,03:57 PM,S001,P00288,1,76483.19,76483.19,13188.2,Debit Card,C00722
T00525,2021-12-10,01:56 PM,S004,P00255,2,70885.99,141771.98,20650.23,Debit Card,C00127
T001412,2021-11-22,03:26 PM,S001,P00144,3,76730.06,230190.18,27991.05,Cash,C00483
T003701,2020-05-22,02:42 PM,S003,P0064,2,47865.02,95730.04,14236.27,Mobile Payment,C00578
T008910,2022-02-14,02:26 PM,S001,P00173,2,14140.95,28281.9,8192.8,Credit Card,C00741
T001408,2020-02-25,04:48 PM,S003,P00124,1,20060.87,20060.87,229.34,Debit Card,C00578
T008995,2023-02-14,10:40 AM,S002,P00206,5,11234.5,56172.5,6687.28,Credit Card,C00757
T002692,2021-05-25,06:29 PM,S003,P00378,1,70618.65,70618.65,12648.3,Mobile Payment,C00460
T001667,2020-09-29,08:38 PM,S001,P00244,4,13385.14,53540.56,14233.07,Cash,C00474
T004124,2023-08-11,04:11 PM,S005,P00116,3,59905.26,179715.78,18069.83,Mobile Payment,C00741
T004606,2024-04-30,10:14 AM,S005,P00152,3,22867.31,68601.93,16300.27,Debit Card,C0039
T008102,2022-04-29,07:29 PM,S005,P00253,3,78116.03,234348.09,40625.38,Mobile Payment,C00404
T002323,2020-11-19,05:27 PM,S005,P0067,5,86562.97,432814.85,7514.44,Cash,C00567
T005266,2023-11-07,07:33 PM,S005,P00276,1,35085.21,35085.21,8566.64,Credit Card,C00145
T003844,2022-05-23,07:16 PM,S002,P0045,5,42787.36,213936.8,56306.94,Mobile Payment,C00430
T006258,2022-12-07,10:26 AM,S002,P00375,4,38466.83,153867.32,17052.22,Credit Card,C00597
T008242,2024-05-05,05:40 PM,S001,P00330,2,44807.97,89615.94,18621.77,Cash,C00470
T007274,2020-05-21,05:08 PM,S005,P00332,5,51807.08,259035.4,64546.68,Mobile Payment,C00802
T004155,2023-01-14,02:33 PM,S001,P00203,4,68519.97,274079.88,68807.38,Debit Card,C00298
T007691,2020-09-13,03:23 PM,S001,P00195,2,62194.16,124388.32,18186.41,Credit Card,C00345
T003063,2023-10-15,02:35 PM,S003,P00335,2,11553.21,23106.42,6638.54,Credit Card,C00333
T004743,2024-06-10,09:35 PM,S002,P0044,4,68800.07,275200.28,63911.79,Mobile Payment,C00107
T007608,2020-10-19,08:35 PM,S004,P00215,4,60563.63,242254.52,68118.7,Debit Card,C0049
T004008,2024-01-03,07:54 PM,S001,P009,3,38401.36,115204.08,33997.89,Cash,C00744
T007698,2022-10-10,08:04 PM,S005,P00187,2,11126.46,22252.92,6666.83,Mobile Payment,C00359
T001899,2021-04-22,01:55 PM,S004,P00160,1,97412.39,97412.39,23404.8,Cash,C0091
T001119,2021-04-14,01:56 PM,S003,P00366,1,17018.47,17018.47,967.41,Credit Card,C00683
T002643,2023-07-11,05:38 PM,S004,P00149,1,4600.99,4600.99,1160.18,Credit Card,C00723
T008850,2020-05-03,05:12 PM,S004,P00104,4,60036.06,240144.24,15040.6,Mobile Payment,C00638
T006755,2021-11-18,06:01 PM,S004,P0031,1,49213.96,49213.96,10916.2,Cash,C00725
T006395,2022-06-17,06:34 PM,S004,P00155,1,59973.84,59973.84,15157.88,Debit Card,C00605
T003994,2020-12-12,04:26 PM,S003,P00353,5,36140.86,180704.3,2956.19,Credit Card,C00127
T008222,2021-03-18,04:40 PM,S004,P00354,2,29625.47,59250.94,17428.15,Mobile Payment,C00595
T001912,2022-10-04,12:47 PM,S004,P0043,5,2675.28,13376.4,1005.7,Mobile Payment,C00691
T008935,2020-09-22,08:30 PM,S005,P00250,3,48537.73,145613.19,28668.69,Debit Card,C00808
T007167,2022-01-28,08:10 PM,S004,P00195,4,22444.75,89779.0,17198.87,Debit Card,C00771
T006616,2023-06-29,08:57 PM,S005,P0038,3,57924.65,173773.95,26669.73,Mobile Payment,C0079
T002961,2021-02-26,11:09 AM,S001,P00117,1,92978.68,92978.68,24262.49,Mobile Payment,C00701
T007542,2020-01-02,02:31 PM,S001,P00176,1,18021.07,18021.07,3635.38,Cash,C00161
T006923,2021-12-16,09:24 PM,S005,P00324,3,26181.93,78545.79,13077.67,Mobile Payment,C00116
T006742,2021-02-21,03:04 PM,S003,P00363,5,34201.25,171006.25,1650.68,Cash,C0021
T001878,2020-01-07,02:31 PM,S001,P00133,3,96889.8,290669.4,33076.49,Credit Card,C00723
T007668,2021-11-25,03:48 PM,S003,P00210,1,96720.28,96720.28,5770.52,Mobile Payment,C00563
T001295,2020-03-09,08:37 PM,S005,P0053,3,90529.15,271587.45,31379.91,Debit Card,C00124
T004453,2022-10-15,10:01 AM,S004,P0032,5,86058.82,430294.1,45062.21,Credit Card,C00470
T006076,2023-12-16,01:01 PM,S002,P00181,4,88296.62,353186.48,2291.83,Mobile Payment,C00612
T004348,2020-09-18,04:19 PM,S002,P0058,1,88846.54,88846.54,11914.65,Cash,C00477
T003713,2020-06-23,01:47 PM,S002,P00285,3,94675.33,284025.99,23261.63,Debit Card,C00761
T004149,2021-08-09,09:23 PM,S001,P0066,5,51610.47,258052.35,32249.09,Debit Card,C00733
T001197,2021-02-06,07:59 PM,S003,P00335,3,52067.51,156202.53,43541.3,Mobile Payment,C00539
T003697,2021-12-14,04:50 PM,S002,P00366,3,37629.74,112889.22,32521.8,Mobile Payment,C00727
T007639,2020-03-31,08:32 PM,S004,P00104,1,82843.14,82843.14,11818.0,Cash,C00694
T003333,2020-11-09,12:55 PM,S003,P00241,5,90035.25,450176.25,107339.4,Cash,C00357
T006199,2021-04-29,07:18 PM,S003,P00201,4,95056.57,380226.28,91370.38,Credit Card,C00127
T005704,2022-04-22,12:19 PM,S005,P00305,4,68512.44,274049.76,79882.73,Cash,C00391
T006345,2020-02-17,01:04 PM,S001,P00341,4,10759.1,43036.4,8027.94,Credit Card,C00775
T005938,2020-12-24,04:22 PM,S003,P00345,3,31700.23,95100.69,27063.03,Credit Card,C00440
T003335,2023-10-01,03:24 PM,S001,P00195,4,11873.09,47492.36,12009.2,Credit Card,C00648
T00820,2020-02-24,09:33 PM,S004,P0058,5,33612.4,168062.0,18239.53,Cash,C00394
T008244,2022-12-22,05:40 PM,S005,P0012,3,5890.83,17672.49,4479.72,Mobile Payment,C00544
T006879,2023-10-12,05:48 PM,S003,P0019,4,13931.97,55727.88,8220.21,Cash,C00724
T006594,2022-02-13,05:30 PM,S002,P00193,3,39025.57,117076.71,24012.9,Credit Card,C00101
T002663,2023-12-29,02:05 PM,S001,P00135,2,14228.33,28456.66,4900.13,Cash,C00644
T002021,2021-05-27,09:56 PM,S003,P0024,3,29992.95,89978.85,2665.77,Mobile Payment,C00231
T00258,2024-06-03,02:55 PM,S002,P00327,2,82072.89,164145.78,5086.44,Mobile Payment,C00413
T002203,2020-07-27,07:11 PM,S003,P00258,4,48451.44,193805.76,54338.31,Debit Card,C00281
T003837,2021-02-04,07:03 PM,S005,P00242,2,17209.33,34418.66,10239.13,Cash,C0077
T006086,2023-03-27,12:53 PM,S001,P00171,1,99120.69,99120.69,1164.0,Debit Card,C00797
T005209,2020-03-27,05:57 PM,S001,P00269,5,91703.38,458516.9,20934.23,Cash,C00801
T006928,2021-06-23,10:09 AM,S001,P00318,5,9647.26,48236.3,11883.37,Cash,C00604
T005258,2023-10-27,11:43 AM,S005,P00180,1,58442.37,58442.37,7175.71,Mobile Payment,C00210
T008378,2022-01-04,01:49 PM,S003,P00317,1,31554.59,31554.59,3895.93,Mobile Payment,C00104
T006595,2023-05-26,08:18 PM,S003,P00219,4,22199.78,88799.12,24811.3,Mobile Payment,C00301
T001773,2023-04-25,09:34 PM,S004,P00227,2,26939.81,53879.62,13228.63,Mobile Payment,C0022
T002446,2023-12-02,02:49 PM,S004,P00168,5,98559.86,492799.3,25099.78,Credit Card,C0093
T002653,2021-04-12,06:25 PM,S001,P00166,5,92790.14,463950.7,20859.13,Credit Card,C00664
T008988,2022-06-07,01:31 PM,S002,P0067,4,76092.52,304370.08,11135.12,Mobile Payment,C00321
T008263,2020-09-04,03:01 PM,S005,P00318,3,77988.78,233966.34,50821.99,Mobile Payment,C00768
T00901,2020-11-08,09:16 PM,S003,P00179,4,29079.07,116316.28,28254.96,Cash,C00361
T008297,2021-01-20,04:34 PM,S003,P00249,3,94083.48,282250.44,73330.19,Mobile Payment,C00730
T002511,2022-11-06,02:15 PM,S004,P00320,5,44407.79,222038.95,20506.94,Cash,C00624
T008599,2023-08-13,03:20 PM,S003,P00173,4,84043.17,336172.68,75096.38,Mobile Payment,C00395
T002126,2024-01-10,08:44 PM,S004,P00138,2,57711.42,115422.84,1014.1,Mobile Payment,C00118
T003510,2021-08-07,05:45 PM,S002,P0027,2,63051.18,126102.36,30650.6,Credit Card,C00183
T008936,2020-10-29,12:19 PM,S001,P00195,1,79050.21,79050.21,633.93,Cash,C00512
T004441,2021-06-06,06:46 PM,S002,P0069,2,19728.36,39456.72,11813.57,Credit Card,C00849
T004304,2020-12-01,02:05 PM,S004,P00150,4,86348.06,345392.24,46619.97,Debit Card,C00719
T006246,2020-01-04,12:34 PM,S002,P00219,4,27781.48,111125.92,18328.33,Mobile Payment,C0071
T008892,2024-02-14,03:33 PM,S003,P00270,2,30522.12,61044.24,1197.35,Credit Card,C00438
T007675,2021-02-04,06:04 PM,S003,P0089,2,65746.2,131492.4,7609.2,Cash,C00773
T001341,2021-01-10,07:43 PM,S004,P0045,2,91159.66,182319.32,51272.61,Mobile Payment,C00524
T008803,2023-07-15,05:27 PM,S005,P00120,5,77417.52,387087.6,72589.68,Mobile Payment,C00722
T007010,2023-08-12,08:56 PM,S005,P0064,1,13012.72,13012.72,2928.14,Credit Card,C00529
T006612,2023-02-08,04:10 PM,S005,P00133,2,52027.31,104054.62,26471.66,Mobile Payment,C00567
T00590,2021-02-13,04:43 PM,S005,P00234,5,36739.79,183698.95,35515.88,Cash,C00312
T003606,2021-02-25,04:55 PM,S005,P0045,5,69724.66,348623.3,60998.14,Credit Card,C00301
T003470,2022-01-12,01:06 PM,S005,P0079,3,1163.39,3490.17,865.58,Debit Card,C00436
T002134,2024-05-02,09:02 PM,S005,P0085,5,74782.82,373914.1,47817.46,Credit Card,C00209
T001811,2024-01-02,09:05 PM,S001,P00308,5,24718.74,123593.7,7359.59,Debit Card,C0069
T006458,2020-01-20,08:48 PM,S002,P00306,4,68133.23,272532.92,40458.31,Mobile Payment,C00452
T001822,2021-12-23,07:48 PM,S005,P0029,5,93510.18,467550.9,89260.71,Mobile Payment,C00799
T001216,2021-06-20,08:29 PM,S003,P00248,5,38279.08,191395.4,26990.12,Credit Card,C00676
T003882,2021-12-11,08:34 PM,S002,P00312,5,92159.16,460795.8,37214.12,Debit Card,C00738
T001596,2023-05-25,01:26 PM,S003,P00211,1,27900.12,27900.12,3341.07,Debit Card,C00179
T004476,2020-04-07,10:56 AM,S005,P0030,1,60232.81,60232.81,303.86,Mobile Payment,C00375
T004584,2024-02-21,09:08 PM,S003,P0047,3,5817.13,17451.39,2533.77,Debit Card,C00665
T007844,2020-01-13,01:13 PM,S005,P0031,1,58364.46,58364.46,16293.93,Cash,C00567
T005427,2020-10-05,06:23 PM,S004,P00257,5,33405.65,167028.25,7373.46,Mobile Payment,C0089
T005214,2022-02-27,11:38 AM,S004,P00245,2,49132.35,98264.7,12975.14,Mobile Payment,C00817
T003204,2021-03-29,06:11 PM,S001,P0042,2,89319.91,178639.82,39488.25,Debit Card,C00300
T00589,2021-08-28,12:47 PM,S005,P00317,2,85028.93,170057.86,10945.65,Cash,C00459
T007997,2022-05-24,07:53 PM,S004,P0062,4,90238.04,360952.16,72454.56,Credit Card,C00357
T008936,2023-06-17,10:51 AM,S005,P00348,4,29237.79,116951.16,32154.72,Mobile Payment,C00626
T004385,2020-06-29,06:46 PM,S002,P00212,4,25221.97,100887.88,5881.68,Credit Card,C00648
T003656,2020-02-03,06:56 PM,S004,P00229,4,89913.17,359652.68,47728.03,Credit Card,C00742
T00890,2022-12-03,01:45 PM,S003,P00184,2,31295.6,62591.2,1695.05,Cash,C00150
T002474,2023-09-08,07:22 PM,S001,P00184,5,45811.24,229056.2,28290.99,Cash,C00129
T002468,2023-08-25,09:43 PM,S004,P00274,4,25892.74,103570.96,11036.83,Credit Card,C00651
T003635,2023-02-20,02:11 PM,S003,P00140,4,92067.44,368269.76,43436.22,Cash,C00535
T004568,2023-06-01,09:42 PM,S004,P00110,1,90224.41,90224.41,10098.08,Mobile Payment,C00784
T008511,2023-07-19,02:09 PM,S002,P00104,4,44446.05,177784.2,43297.98,Credit Card,C00772
T006961,2020-02-01,06:50 PM,S001,P0018,1,56503.5,56503.5,16446.32,Debit Card,C00744
T007109,2020-04-13,08:56 PM,S001,P0055,3,67075.26,201225.78,45682.66,Credit Card,C00332
T008964,2022-06-06,01:54 PM,S001,P0017,2,65249.4,130498.8,29933.95,Mobile Payment,C00503
T002538,2020-03-15,12:57 PM,S002,P00259,1,1068.99,1068.99,223.95,Mobile Payment,C00144
T002918,2022-04-18,10:36 AM,S002,P00234,4,19509.26,78037.04,9560.1,Credit Card,C00570
T001454,2021-01-09,10:41 AM,S004,P00300,3,16749.06,50247.18,8965.28,Mobile Payment,C0038
T008053,2024-06-29,08:23 PM,S002,P0074,3,59517.5,178552.5,32374.81,Credit Card,C00307
T00612,2020-12-08,06:38 PM,S002,P002,1,95516.07,95516.07,12270.48,Cash,C00342
T003412,2021-08-17,09:51 PM,S004,P00366,3,35462.56,106387.68,14192.68,Cash,C0063
T007186,2021-03-13,10:35 AM,S002,P00125,4,44111.86,176447.44,17335.86,Debit Card,C00680
T00314,2021-11-03,06:37 PM,S001,P00136,3,47539.76,142619.28,22958.62,Cash,C00830
T003118,2024-03-04,03:47 PM,S001,P0097,2,60965.64,121931.28,6649.66,Cash,C00685
T0082,2024-04-02,05:53 PM,S004,P00198,5,84832.46,424162.3,49397.27,Debit Card,C00379
T006623,2020-03-17,09:11 PM,S004,P00144,4,77462.76,309851.04,29592.82,Mobile Payment,C00837
T006343,2023-06-22,08:45 PM,S004,P00276,5,25794.05,128970.25,29016.71,Credit Card,C00783
T005333,2023-11-24,04:53 PM,S001,P008,4,23945.02,95780.08,23525.66,Credit Card,C0090
T007050,2023-05-05,01:52 PM,S001,P00112,4,5161.12,20644.48,3322.75,Debit Card,C00803
T001726,2021-11-19,09:46 PM,S003,P00259,2,31603.68,63207.36,11210.65,Debit Card,C00277
T007934,2021-09-10,12:33 PM,S002,P0013,3,87495.98,262487.94,43470.76,Cash,C0072
T00724,2023-11-14,09:07 PM,S002,P00285,5,77735.67,388678.35,32436.53,Mobile Payment,C00482
T008932,2020-03-27,08:12 PM,S005,P00230,5,28557.17,142785.85,25776.49,Cash,C00112
T007421,2020-08-26,04:48 PM,S003,P0069,2,14824.02,29648.04,5271.37,Debit Card,C00391
T003753,2020-10-31,06:36 PM,S002,P00164,5,43746.5,218732.5,6275.14,Debit Card,C00722
T005908,2023-03-15,09:26 PM,S003,P0082,5,47308.83,236544.15,31017.75,Debit Card,C00424
T005308,2023-11-13,11:32 AM,S001,P008,4,60066.79,240267.16,1838.78,Mobile Payment,C00577
T006105,2023-08-24,08:03 PM,S005,P00292,4,28483.61,113934.44,7291.06,Mobile Payment,C0034
T002510,2023-11-18,03:19 PM,S003,P00343,5,49566.86,247834.3,52814.15,Cash,C0017
T005644,2021-12-29,06:02 PM,S002,P0071,4,9408.76,37635.04,5676.53,Cash,C00741
T006703,2024-01-30,01:26 PM,S005,P00377,5,49981.33,249906.65,585.56,Cash,C00737
T008025,2022-05-29,11:01 AM,S002,P00104,2,74368.25,148736.5,36289.65,Credit Card,C0094
T007200,2023-07-10,12:42 PM,S003,P00157,1,30872.96,30872.96,9082.65,Mobile Payment,C00193
